,team_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
41,9865,2/22/12 0:00,42,1,,0,70,2,1,57,1,54,1,40,1,1,37,1,53,1,45,1,0
42,9865,9/20/13 0:00,46,1,,0,65,1,1,57,1,54,1,40,1,1,37,1,53,1,45,1,0
43,9865,9/19/14 0:00,46,1,41.0,1,65,1,1,57,1,54,1,40,1,1,37,1,53,1,45,1,0
44,9865,9/10/15 0:00,46,1,41.0,1,65,1,1,57,1,54,1,40,1,1,37,1,53,1,45,1,0
45,8635,2/22/10 0:00,50,1,,0,35,1,1,70,2,50,1,60,1,1,70,2,50,1,70,2,0
46,8635,2/22/11 0:00,50,1,,0,52,1,0,70,2,50,1,60,1,1,70,2,50,1,70,2,1
47,8635,2/22/12 0:00,52,1,,0,41,1,1,53,1,57,1,47,1,1,45,1,43,1,52,1,0
48,8635,9/20/13 0:00,52,1,,0,41,1,1,68,2,67,2,47,1,1,60,1,43,1,65,1,0
49,8635,9/19/14 0:00,52,1,46.0,1,51,1,1,60,1,53,1,47,1,1,60,1,50,1,65,1,0
50,8635,9/10/15 0:00,52,1,46.0,1,51,1,1,60,1,53,1,47,1,1,53,1,50,1,61,1,0
51,8121,2/22/10 0:00,45,1,,0,35,1,1,35,1,50,1,60,1,1,30,0,55,1,30,0,1
52,8121,2/22/11 0:00,65,1,,0,50,1,1,50,1,65,1,65,1,1,45,1,45,1,50,1,0
53,8121,2/22/12 0:00,50,1,,0,50,1,1,52,1,52,1,48,1,1,44,1,44,1,51,1,0
54,8121,9/20/13 0:00,50,1,,0,50,1,1,52,1,52,1,48,1,1,44,1,44,1,51,1,0
55,8121,9/19/14 0:00,48,1,61.0,1,50,1,1,40,1,52,1,48,1,1,44,1,44,1,51,1,0
56,8121,9/10/15 0:00,48,1,61.0,1,50,1,1,40,1,52,1,48,1,1,44,1,44,1,51,1,0
57,8322,2/22/10 0:00,30,0,,0,45,1,1,45,1,35,1,70,2,1,65,1,70,2,70,2,0
58,8322,2/22/11 0:00,46,1,,0,37,1,1,33,0,62,1,52,1,1,47,1,48,1,45,1,0
59,108893,2/22/10 0:00,50,1,,0,65,1,1,30,0,35,1,30,0,1,30,0,50,1,35,1,0
60,108893,2/22/11 0:00,50,1,,0,65,1,1,35,1,35,1,35,1,1,25,0,45,1,35,1,0
61,108893,2/22/12 0:00,23,0,,0,33,0,1,49,1,40,1,43,1,1,44,1,32,0,36,1,0
62,108893,9/20/13 0:00,41,1,,0,48,1,1,58,1,40,1,43,1,1,39,1,43,1,58,1,0
63,108893,9/19/14 0:00,39,1,48.0,1,54,1,1,49,1,40,1,43,1,1,44,1,53,1,57,1,0
64,108893,9/10/15 0:00,56,1,46.0,1,54,1,1,55,1,40,1,43,1,1,48,1,53,1,57,1,0
65,9912,2/22/10 0:00,40,1,,0,65,1,1,45,1,70,2,50,1,1,45,1,40,1,50,1,0
66,9912,2/22/11 0:00,46,1,,0,58,1,1,45,1,33,0,42,1,1,38,1,48,1,50,1,0
67,9912,9/19/14 0:00,62,1,49.0,1,55,1,1,56,1,51,1,52,1,1,36,1,54,1,48,1,0
68,158085,9/19/14 0:00,69,2,66.0,1,39,1,1,55,1,59,1,46,1,1,35,1,37,1,37,1,0
69,158085,9/10/15 0:00,65,1,66.0,1,39,1,1,55,1,59,1,46,1,1,37,1,39,1,37,1,0
70,9825,2/22/10 0:00,66,1,,0,30,0,0,30,0,45,1,35,1,0,30,0,40,1,50,1,0
71,9825,2/22/11 0:00,75,2,,0,40,1,0,40,1,45,1,65,1,0,50,1,40,1,45,1,0
72,9825,2/22/12 0:00,25,0,,0,32,0,1,41,1,34,1,30,0,0,57,1,57,1,52,1,0
73,9825,9/20/13 0:00,30,0,,0,29,0,1,41,1,55,1,39,1,0,64,1,54,1,52,1,0
74,9825,9/19/14 0:00,59,1,51.0,1,26,0,1,28,0,55,1,64,1,0,51,1,44,1,52,1,0
75,9825,9/10/15 0:00,59,1,51.0,1,30,0,1,28,0,44,1,46,1,0,51,1,44,1,52,1,0
76,10252,2/22/10 0:00,70,2,,0,59,1,1,65,1,70,2,50,1,0,30,0,70,2,30,0,0
77,10252,2/22/11 0:00,65,1,,0,50,1,1,45,1,55,1,50,1,1,35,1,45,1,65,1,0
78,10252,2/22/12 0:00,67,2,,0,58,1,1,44,1,60,1,56,1,1,43,1,50,1,52,1,0
79,10252,9/20/13 0:00,63,1,,0,59,1,1,52,1,55,1,34,1,1,39,1,41,1,54,1,0
80,10252,9/19/14 0:00,66,1,32.0,0,72,2,1,63,1,48,1,56,1,1,39,1,42,1,52,1,0
81,10252,9/10/15 0:00,63,1,37.0,1,54,1,1,60,1,48,1,38,1,1,35,1,44,1,54,1,0
82,8524,2/22/10 0:00,35,1,,0,40,1,1,35,1,30,0,55,1,1,30,0,30,0,55,1,1
83,8524,2/22/11 0:00,65,1,,0,50,1,1,50,1,65,1,55,1,1,45,1,55,1,65,1,0
84,8524,2/22/12 0:00,40,1,,0,50,1,1,53,1,47,1,50,1,1,55,1,42,1,50,1,0
85,8524,9/20/13 0:00,64,1,,0,36,1,1,38,1,49,1,51,1,0,54,1,53,1,49,1,0
86,8524,9/19/14 0:00,64,1,45.0,1,37,1,1,38,1,49,1,51,1,1,36,1,66,1,49,1,0
87,8524,9/10/15 0:00,64,1,45.0,1,37,1,1,38,1,49,1,51,1,1,36,1,63,1,49,1,0
88,8315,2/22/10 0:00,60,1,,0,45,1,1,35,1,70,2,55,1,1,30,0,70,2,35,1,0
89,8315,2/22/11 0:00,70,2,,0,69,2,1,55,1,72,2,57,1,1,48,1,67,2,55,1,0
90,8315,2/22/12 0:00,42,1,,0,59,1,1,36,1,78,2,59,1,1,37,1,60,1,68,2,0
91,8315,9/20/13 0:00,46,1,,0,38,1,1,52,1,73,2,37,1,0,37,1,60,1,68,2,0
92,8315,9/19/14 0:00,46,1,41.0,1,38,1,1,52,1,68,2,37,1,1,37,1,60,1,65,1,0
93,8315,9/10/15 0:00,46,1,46.0,1,39,1,1,50,1,60,1,36,1,0,49,1,57,1,50,1,0
94,9906,2/22/10 0:00,64,1,,0,30,0,0,65,1,50,1,70,2,0,70,2,34,1,55,1,1
95,9906,2/22/11 0:00,57,1,,0,54,1,1,58,1,69,2,79,2,1,58,1,48,1,54,1,0
96,9906,2/22/12 0:00,47,1,,0,51,1,1,67,2,63,1,54,1,1,52,1,37,1,55,1,0
97,9906,9/20/13 0:00,47,1,,0,51,1,1,70,2,65,1,54,1,1,52,1,37,1,55,1,0
98,9906,9/19/14 0:00,47,1,52.0,1,51,1,1,67,2,67,2,54,1,1,52,1,37,1,55,1,0
99,9906,9/10/15 0:00,57,1,50.0,1,50,1,1,61,1,62,1,49,1,1,49,1,42,1,52,1,0
100,8406,2/22/10 0:00,45,1,,0,45,1,1,35,1,70,2,70,2,1,45,1,55,1,45,1,0
101,8406,2/22/11 0:00,68,2,,0,40,1,1,52,1,64,1,72,2,1,59,1,49,1,42,1,0
102,8406,2/22/12 0:00,55,1,,0,55,1,1,49,1,57,1,55,1,1,47,1,58,1,56,1,0
103,8406,9/20/13 0:00,40,1,,0,55,1,1,49,1,72,2,53,1,1,33,0,43,1,52,1,0
104,8406,9/19/14 0:00,62,1,38.0,1,69,2,1,41,1,63,1,56,1,1,47,1,55,1,52,1,0
105,8406,9/10/15 0:00,59,1,51.0,1,55,1,1,49,1,62,1,55,1,1,34,1,50,1,59,1,0
106,8583,2/22/10 0:00,30,0,,0,70,2,1,35,1,65,1,35,1,1,30,0,55,1,30,0,0
107,8583,2/22/11 0:00,35,1,,0,65,1,1,35,1,65,1,50,1,1,35,1,45,1,65,1,0
108,8583,2/22/12 0:00,64,1,,0,49,1,1,51,1,63,1,50,1,1,34,1,45,1,36,1,0
109,8583,9/20/13 0:00,64,1,,0,49,1,1,51,1,63,1,50,1,1,34,1,45,1,41,1,0
110,8583,9/19/14 0:00,64,1,55.0,1,49,1,1,51,1,63,1,50,1,1,34,1,45,1,36,1,0
111,8583,9/10/15 0:00,64,1,55.0,1,49,1,1,51,1,63,1,50,1,1,34,1,45,1,40,1,0
112,10229,2/22/10 0:00,55,1,,0,45,1,1,40,1,30,0,60,1,1,30,0,30,0,50,1,0
113,10229,2/22/11 0:00,45,1,,0,31,0,1,45,1,74,2,66,1,1,60,1,50,1,65,1,0
114,10229,2/22/12 0:00,46,1,,0,36,1,1,47,1,48,1,52,1,1,60,1,65,1,59,1,0
115,10229,9/20/13 0:00,62,1,,0,40,1,1,67,2,48,1,52,1,1,50,1,65,1,59,1,0
116,10229,9/19/14 0:00,52,1,38.0,1,46,1,1,60,1,56,1,52,1,0,50,1,61,1,55,1,0
117,10229,9/10/15 0:00,50,1,46.0,1,58,1,1,67,2,56,1,50,1,1,50,1,61,1,55,1,0
118,8634,2/22/10 0:00,42,1,,0,30,0,0,65,1,40,1,70,2,0,70,2,30,0,70,2,1
119,8634,2/22/11 0:00,43,1,,0,34,1,0,59,1,25,0,68,2,0,67,2,43,1,68,2,0
120,8634,2/22/12 0:00,24,0,,0,25,0,0,37,1,24,0,54,1,0,66,1,63,1,66,1,0
121,8634,9/20/13 0:00,35,1,,0,32,0,0,37,1,31,0,35,1,0,61,1,63,1,65,1,0
122,8634,9/19/14 0:00,35,1,35.0,1,32,0,0,37,1,31,0,35,1,0,61,1,63,1,65,1,0
123,8634,9/10/15 0:00,36,1,35.0,1,51,1,0,36,1,49,1,56,1,0,61,1,65,1,65,1,0
124,9976,2/22/10 0:00,30,0,,0,30,0,0,30,0,40,1,65,1,1,40,1,30,0,45,1,1
125,9976,2/22/11 0:00,65,1,,0,35,1,0,65,1,63,1,65,1,1,55,1,45,1,60,1,1
126,9976,2/22/12 0:00,50,1,,0,50,1,1,50,1,35,1,50,1,1,45,1,45,1,50,1,0
127,9976,9/20/13 0:00,55,1,,0,57,1,1,54,1,44,1,60,1,1,49,1,51,1,61,1,0
128,9976,9/19/14 0:00,55,1,40.0,1,57,1,1,54,1,44,1,56,1,1,49,1,51,1,53,1,0
129,9976,9/10/15 0:00,52,1,40.0,1,65,1,1,40,1,55,1,48,1,1,50,1,51,1,55,1,0
130,9931,2/22/10 0:00,40,1,,0,45,1,1,50,1,65,1,50,1,1,60,1,60,1,60,1,0
131,9931,2/22/11 0:00,46,1,,0,40,1,1,51,1,54,1,49,1,1,38,1,53,1,55,1,0
132,9931,2/22/12 0:00,61,1,,0,46,1,1,66,1,66,1,54,1,1,47,1,58,1,53,1,0
133,9931,9/20/13 0:00,61,1,,0,46,1,1,66,1,66,1,54,1,1,47,1,58,1,53,1,0
134,9931,9/19/14 0:00,61,1,63.0,1,46,1,1,66,1,66,1,54,1,1,47,1,58,1,53,1,0
135,9931,9/10/15 0:00,61,1,63.0,1,46,1,1,66,1,66,1,54,1,1,47,1,58,1,53,1,0
136,8178,2/22/10 0:00,70,2,,0,30,0,1,70,2,70,2,70,2,1,70,2,60,1,70,2,0
137,8178,2/22/11 0:00,67,2,,0,38,1,1,51,1,47,1,55,1,1,57,1,39,1,51,1,0
138,8178,2/22/12 0:00,58,1,,0,55,1,1,52,1,55,1,56,1,1,50,1,42,1,47,1,0
139,8178,9/20/13 0:00,64,1,,0,55,1,1,52,1,54,1,37,1,1,58,1,38,1,47,1,0
140,8178,9/19/14 0:00,69,2,30.0,0,55,1,1,52,1,55,1,39,1,1,50,1,46,1,54,1,0
141,8178,9/10/15 0:00,73,2,29.0,0,55,1,1,77,2,54,1,61,1,1,61,1,72,2,50,1,0
142,9823,2/22/10 0:00,65,1,,0,40,1,0,65,1,70,2,70,2,0,70,2,40,1,65,1,0
143,9823,2/22/11 0:00,42,1,,0,40,1,1,34,1,30,0,72,2,0,39,1,52,1,65,1,0
144,9823,2/22/12 0:00,47,1,,0,40,1,1,34,1,31,0,55,1,1,49,1,35,1,50,1,0
145,9823,9/20/13 0:00,56,1,,0,41,1,1,40,1,44,1,39,1,1,52,1,54,1,52,1,0
146,9823,9/19/14 0:00,37,1,34.0,1,22,0,0,21,0,38,1,40,1,0,61,1,59,1,40,1,0
147,9823,9/10/15 0:00,45,1,24.0,0,28,0,0,37,1,31,0,22,0,0,72,2,53,1,59,1,0
148,9993,2/22/10 0:00,35,1,,0,35,1,1,45,1,40,1,50,1,1,70,2,70,2,70,2,0
149,9993,2/22/11 0:00,47,1,,0,37,1,1,54,1,64,1,67,2,1,33,0,34,1,48,1,1
150,9993,2/22/12 0:00,55,1,,0,55,1,1,47,1,46,1,49,1,1,45,1,46,1,50,1,0
151,9993,9/20/13 0:00,47,1,,0,39,1,1,38,1,64,1,49,1,1,45,1,46,1,67,2,0
152,10211,2/22/11 0:00,48,1,,0,46,1,0,50,1,50,1,57,1,1,47,1,55,1,53,1,0
153,10211,2/22/12 0:00,39,1,,0,48,1,1,53,1,53,1,59,1,1,37,1,52,1,61,1,0
154,10211,9/20/13 0:00,39,1,,0,48,1,1,53,1,53,1,59,1,1,37,1,52,1,61,1,0
155,9807,2/22/10 0:00,30,0,,0,30,0,1,55,1,45,1,60,1,1,30,0,30,0,30,0,1
156,9807,9/19/14 0:00,52,1,53.0,1,52,1,1,40,1,37,1,48,1,1,38,1,48,1,49,1,0
157,9807,9/10/15 0:00,51,1,53.0,1,52,1,1,43,1,37,1,48,1,1,38,1,48,1,49,1,0
158,6493,2/22/10 0:00,40,1,,0,50,1,1,55,1,65,1,55,1,1,45,1,50,1,55,1,0
159,6493,2/22/11 0:00,47,1,,0,54,1,1,55,1,38,1,55,1,1,32,0,50,1,56,1,0
160,9772,2/22/10 0:00,30,0,,0,30,0,0,50,1,55,1,65,1,0,30,0,30,0,30,0,1
161,9772,2/22/11 0:00,65,1,,0,35,1,0,65,1,55,1,51,1,1,55,1,56,1,60,1,0
162,9772,2/22/12 0:00,55,1,,0,48,1,1,69,2,56,1,54,1,1,61,1,51,1,57,1,0
163,9772,9/20/13 0:00,65,1,,0,54,1,1,69,2,56,1,54,1,1,60,1,58,1,57,1,0
164,9772,9/19/14 0:00,70,2,55.0,1,53,1,1,65,1,66,1,54,1,1,60,1,57,1,54,1,0
165,9772,9/10/15 0:00,69,2,55.0,1,53,1,1,65,1,66,1,54,1,1,60,1,57,1,54,1,0
166,8658,2/22/10 0:00,70,2,,0,70,2,1,70,2,70,2,70,2,1,70,2,70,2,70,2,0
167,8658,2/22/11 0:00,45,1,,0,60,1,1,35,1,50,1,40,1,1,30,0,60,1,45,1,0
168,8658,2/22/12 0:00,51,1,,0,55,1,1,41,1,62,1,56,1,1,42,1,48,1,54,1,0
169,8658,9/20/13 0:00,56,1,,0,57,1,1,45,1,71,2,41,1,1,42,1,44,1,54,1,0
170,8658,9/19/14 0:00,56,1,39.0,1,79,2,1,77,2,71,2,56,1,1,42,1,48,1,54,1,0
171,8658,9/10/15 0:00,56,1,32.0,0,75,2,1,77,2,62,1,64,1,1,42,1,47,1,54,1,0
172,8655,2/22/10 0:00,55,1,,0,70,2,1,60,1,70,2,55,1,1,45,1,70,2,45,1,0
173,8655,2/22/11 0:00,55,1,,0,65,1,1,50,1,50,1,35,1,1,45,1,60,1,55,1,0
174,8655,2/22/12 0:00,57,1,,0,57,1,1,55,1,45,1,40,1,1,42,1,50,1,38,1,0
175,8655,9/20/13 0:00,44,1,,0,64,1,1,55,1,52,1,40,1,1,42,1,50,1,38,1,0
176,8655,9/19/14 0:00,44,1,31.0,0,62,1,1,63,1,61,1,40,1,1,50,1,50,1,47,1,0
177,8655,9/10/15 0:00,60,1,60.0,1,65,1,1,59,1,58,1,42,1,1,50,1,50,1,57,1,0
178,8483,2/22/10 0:00,70,2,,0,70,2,1,70,2,70,2,65,1,1,70,2,70,2,70,2,0
179,8483,2/22/11 0:00,70,2,,0,30,0,1,65,1,30,0,65,1,1,45,1,50,1,45,1,0
180,8483,2/22/12 0:00,45,1,,0,52,1,1,60,1,58,1,58,1,1,49,1,52,1,54,1,0
181,8483,9/20/13 0:00,45,1,,0,52,1,1,60,1,58,1,58,1,1,49,1,52,1,54,1,0
182,8483,9/19/14 0:00,67,2,44.0,1,72,2,1,70,2,48,1,58,1,1,39,1,38,1,54,1,0
183,8483,9/10/15 0:00,62,1,36.0,1,64,1,1,59,1,43,1,64,1,1,39,1,38,1,54,1,0
184,8613,9/10/15 0:00,47,1,56.0,1,50,1,1,37,1,38,1,53,1,1,32,0,62,1,54,1,0
185,9911,2/22/10 0:00,50,1,,0,65,1,1,55,1,45,1,50,1,1,40,1,60,1,40,1,0
186,9911,2/22/11 0:00,55,1,,0,56,1,1,55,1,49,1,52,1,1,48,1,60,1,56,1,0
187,9911,2/22/12 0:00,40,1,,0,48,1,1,51,1,54,1,37,1,1,34,1,53,1,49,1,0
188,9911,9/20/13 0:00,40,1,,0,48,1,1,51,1,54,1,37,1,1,40,1,53,1,41,1,0
189,9911,9/19/14 0:00,38,1,54.0,1,48,1,1,51,1,54,1,36,1,1,34,1,53,1,49,1,0
190,9911,9/10/15 0:00,69,2,38.0,1,57,1,1,66,1,40,1,66,1,1,58,1,47,1,67,2,0
191,9857,2/22/10 0:00,65,1,,0,55,1,1,30,0,70,2,65,1,1,55,1,30,0,50,1,1
192,9857,2/22/11 0:00,65,1,,0,35,1,1,35,1,35,1,50,1,1,30,0,50,1,50,1,0
193,9857,2/22/12 0:00,40,1,,0,50,1,1,35,1,35,1,50,1,1,35,1,45,1,50,1,0
194,9857,9/20/13 0:00,63,1,,0,48,1,1,49,1,63,1,63,1,0,43,1,43,1,48,1,0
195,9857,9/19/14 0:00,63,1,53.0,1,48,1,1,32,0,48,1,52,1,1,28,0,54,1,48,1,0
196,9857,9/10/15 0:00,63,1,53.0,1,48,1,1,32,0,48,1,52,1,1,30,0,54,1,48,1,0
197,8559,2/22/10 0:00,55,1,,0,70,2,1,70,2,70,2,45,1,1,35,1,70,2,35,1,0
198,8559,2/22/11 0:00,45,1,,0,70,2,1,55,1,70,2,50,1,1,40,1,55,1,50,1,0
199,8559,2/22/12 0:00,57,1,,0,56,1,1,45,1,54,1,54,1,1,48,1,48,1,58,1,0
200,8559,9/20/13 0:00,57,1,,0,53,1,1,42,1,38,1,54,1,1,39,1,48,1,58,1,0
201,8559,9/19/14 0:00,57,1,37.0,1,73,2,1,72,2,43,1,56,1,1,39,1,48,1,58,1,0
202,8559,9/10/15 0:00,57,1,34.0,1,61,1,1,72,2,60,1,38,1,1,39,1,48,1,58,1,0
203,9827,2/22/10 0:00,70,2,,0,35,1,1,70,2,50,1,70,2,1,55,1,70,2,70,2,1
204,9827,2/22/11 0:00,50,1,,0,35,1,1,50,1,65,1,65,1,1,55,1,45,1,65,1,0
205,9827,2/22/12 0:00,49,1,,0,37,1,1,49,1,64,1,51,1,1,44,1,46,1,49,1,0
206,9827,9/20/13 0:00,49,1,,0,37,1,1,49,1,64,1,51,1,1,44,1,46,1,49,1,0
207,9827,9/19/14 0:00,38,1,49.0,1,36,1,1,49,1,55,1,51,1,1,37,1,33,0,49,1,0
208,9827,9/10/15 0:00,51,1,40.0,1,48,1,1,49,1,63,1,44,1,1,57,1,52,1,49,1,0
209,9789,2/22/10 0:00,70,2,,0,45,1,1,70,2,34,1,66,1,0,54,1,70,2,53,1,1
210,9789,2/22/11 0:00,73,2,,0,43,1,1,60,1,53,1,64,1,1,59,1,67,2,46,1,0
211,9789,2/22/12 0:00,71,2,,0,45,1,1,67,2,44,1,70,2,0,58,1,69,2,46,1,0
212,9789,9/20/13 0:00,74,2,,0,45,1,1,70,2,48,1,76,2,1,60,1,70,2,48,1,0
213,9789,9/19/14 0:00,76,2,33.0,0,61,1,1,53,1,44,1,73,2,0,60,1,68,2,43,1,0
214,9789,9/10/15 0:00,71,2,37.0,1,40,1,1,70,2,44,1,49,1,0,65,1,71,2,40,1,0
215,9788,2/22/10 0:00,65,1,,0,45,1,1,50,1,70,2,65,1,1,55,1,40,1,65,1,0
216,9788,2/22/11 0:00,63,1,,0,46,1,1,60,1,51,1,61,1,1,49,1,58,1,49,1,0
217,9788,2/22/12 0:00,57,1,,0,64,1,1,54,1,48,1,55,1,1,33,0,43,1,38,1,0
218,9788,9/20/13 0:00,76,2,,0,40,1,1,66,1,48,1,30,0,0,33,0,53,1,41,1,0
219,9788,9/19/14 0:00,31,0,53.0,1,32,0,1,38,1,26,0,49,1,0,43,1,50,1,41,1,0
220,9788,9/10/15 0:00,31,0,53.0,1,32,0,1,38,1,26,0,49,1,0,41,1,48,1,39,1,0
221,4170,2/22/10 0:00,45,1,,0,30,0,1,35,1,55,1,60,1,1,70,2,60,1,70,2,1
222,4170,2/22/11 0:00,50,1,,0,35,1,1,35,1,65,1,65,1,1,35,1,55,1,65,1,0
223,4170,2/22/12 0:00,49,1,,0,37,1,1,47,1,57,1,50,1,1,45,1,44,1,66,1,0
224,8678,2/22/10 0:00,70,2,,0,70,2,1,70,2,70,2,60,1,1,70,2,70,2,70,2,0
225,8678,2/22/11 0:00,51,1,,0,66,1,1,68,2,33,0,47,1,1,27,0,46,1,48,1,0
226,8678,2/22/12 0:00,46,1,,0,46,1,1,54,1,60,1,52,1,1,48,1,50,1,62,1,0
227,8678,9/20/13 0:00,39,1,,0,38,1,1,54,1,43,1,52,1,1,48,1,50,1,62,1,0
228,8678,9/19/14 0:00,47,1,44.0,1,48,1,1,46,1,48,1,41,1,1,48,1,50,1,62,1,0
229,8678,9/10/15 0:00,47,1,36.0,1,47,1,1,49,1,45,1,47,1,1,48,1,50,1,62,1,0
230,10264,2/22/10 0:00,30,0,,0,30,0,1,55,1,50,1,60,1,1,30,0,30,0,30,0,0
231,10264,2/22/11 0:00,30,0,,0,30,0,1,55,1,50,1,60,1,1,40,1,60,1,50,1,0
232,10264,2/22/12 0:00,53,1,,0,46,1,1,53,1,53,1,52,1,1,23,0,48,1,39,1,0
233,10264,9/20/13 0:00,66,1,,0,54,1,1,53,1,53,1,52,1,1,25,0,56,1,39,1,0
234,10264,9/19/14 0:00,53,1,35.0,1,55,1,1,53,1,65,1,39,1,1,25,0,56,1,39,1,0
235,10264,9/10/15 0:00,55,1,35.0,1,55,1,1,62,1,65,1,39,1,1,25,0,56,1,39,1,0
236,9858,2/22/10 0:00,30,0,,0,30,0,1,35,1,50,1,70,2,0,45,1,30,0,55,1,1
